# Diamond Light Source
# Instrument: B18-CORE XAS Date: Fri, 19 May 2017 17:58:37 BST
# Ring energy:   3.0
# Ring current - start: 298.9
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 40.0; horizontal gap= 45.0; vertical offset=  0.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.3; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.2; Yaw: -1.6; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 1 pA
# It Stanford sensitivity: 200 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Last ionchamber fill pressures (mBar) and gases: ionc1: 199.7656 (N2); ionc2: 170.8081 (Ar); ionc3: 173.5659 (Ar); ionc4: 0.0000 (None)
#
# Ascii output file name: 'Experiment_1/ascii/304416_FeBr2_DPBZ2_rxn_pos_colCrow23_3.dat'
# Nexus output file: '/dls/b18/data/2017/sp15151-4/Experiment_1/nexus/304416_FeBr2_DPBZ2_rxn_pos_colCrow23_3.nxs'
# XML folder and files:
# /dls/b18/data/2017/sp15151-4/xml/Experiment_1/
# QEXAFS_Parameters
# Detector_Parameters
# Sample_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: FeBr2_DPBZ2_rxn_pos_colCrow23
# Sample description: FeBr2_DPBZ2 plus Zn  reaction column C row 23 right side of row (Fe 1mMol)
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 7712.0 2288 70.67 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	   It	 Iref	 lnI0It	 lnItIref	Element_0	Element_1	Element_2	Element_3	Element_4	Element_5	Element_6	Element_7	Element_8	Element_9	Element_10	Element_11	Element_12	Element_13	Element_14	Element_15	Element_16	Element_17	Element_18	Element_19	Element_20	Element_21	Element_22	Element_23	Element_24	Element_25	Element_26	Element_27	Element_28	Element_29	Element_30	Element_31	Element_32	Element_33	Element_34	Element_35	  FF	 QexafsFFI0
      6911.50	0.033558	420088.0	432.0	672.0	6.87979	-0.441833	    72.65	    87.61	    78.74	    63.09	    59.26	    52.83	    50.18	    54.97	    54.06	    60.32	     51.00	     69.58	     59.06	     42.94	     43.76	     57.12	     44.83	     54.21	     53.15	     43.67	     27.52	     27.44	     42.93	     57.06	     35.59	     43.65	     33.55	     29.40	     35.68	     40.80	     35.55	     32.34	     28.35	     25.26	     26.38	     38.59	1713	0.004078064
      6911.81	0.032846	411225.0	431.0	686.0	6.86079	-0.464770	    65.49	    64.15	    53.12	    70.24	    55.24	    64.00	    49.14	    61.04	    64.19	    54.20	     53.01	     38.84	     60.18	     36.80	     38.66	     43.82	     40.71	     62.49	     53.12	     42.66	     32.64	     29.47	     27.60	     43.78	     27.48	     40.60	     29.49	     32.46	     33.67	     30.59	     33.53	     37.39	     25.31	     18.20	     23.31	     39.56	1576	0.003832914
      6912.12	0.030673	383997.0	396.0	624.0	6.87698	-0.454736	    53.17	    60.13	    64.34	    51.93	    60.29	    77.20	    50.17	    50.87	    40.76	    46.05	     57.13	     60.36	     43.83	     34.76	     37.64	     35.70	     46.80	     44.95	     29.61	     34.54	     34.69	     40.67	     40.84	     44.77	     29.51	     39.58	     18.30	     21.30	     31.64	     32.61	     25.40	     11.10	     21.26	     23.24	     26.40	     36.53	1458	0.003797081
      6912.43	0.028962	362487.0	371.0	593.0	6.88454	-0.468992	    71.63	    60.10	    67.51	    62.08	    57.32	    64.02	    34.85	    43.79	    53.01	    50.13	     43.83	     54.22	     34.64	     30.72	     48.88	     47.98	     41.74	     40.91	     44.94	     34.53	     32.61	     34.54	     35.73	     34.61	     25.44	     36.52	     32.55	     27.39	     25.50	     29.53	     29.45	     24.26	     21.26	     29.30	     25.36	     22.33	1453	0.004009042
      6912.74	0.029381	367765.0	385.0	595.0	6.86196	-0.435318	    61.41	    53.96	    67.44	    61.03	    48.08	    45.71	    59.44	    42.74	    45.89	    42.98	     60.15	     38.84	     61.20	     40.92	     41.75	     36.73	     46.87	     39.93	     40.84	     46.73	     29.58	     28.44	     26.58	     38.66	     27.44	     43.69	     26.44	     29.44	     35.73	     25.50	     25.40	     20.21	     24.30	     19.19	     27.39	     22.31	1433	0.003896428
      6913.06	0.030649	383747.0	398.0	641.0	6.87129	-0.476577	    48.09	    59.09	    60.27	    82.49	    49.02	    60.99	    46.06	    51.90	    48.98	    54.18	     61.15	     53.11	     42.79	     38.87	     45.81	     37.74	     46.87	     40.90	     46.97	     34.49	     35.69	     39.63	     42.89	     40.70	     33.59	     32.49	     22.37	     23.36	     40.82	     33.61	     30.45	     33.33	     30.41	     19.20	     19.27	     32.49	1520	0.003961069
      6913.37	0.032148	402518.0	418.0	664.0	6.87001	-0.462801	    64.46	    58.04	    79.68	    56.99	    54.23	    64.98	    47.13	    68.22	    57.08	    41.96	     64.26	     55.33	     49.95	     37.82	     46.82	     36.73	     39.69	     52.15	     52.09	     41.66	     29.52	     34.57	     29.59	     33.59	     32.56	     39.59	     31.56	     27.39	     50.10	     34.69	     25.40	     28.29	     22.29	     25.26	     24.34	     30.45	1568	0.003896576
      6913.68	0.032914	412113.0	432.0	679.0	6.86063	-0.452196	    64.52	    71.27	    73.56	    64.12	    56.28	    45.72	    46.10	    41.71	    43.84	    59.41	     51.97	     55.23	     61.17	     39.90	     38.67	     55.04	     46.81	     62.37	     50.08	     54.89	     40.79	     39.62	     34.76	     42.75	     42.74	     37.57	     26.44	     26.40	     33.66	     51.96	     35.57	     24.27	     27.33	     24.27	     26.40	     32.49	1630	0.003954417
      6913.99	0.030602	383185.0	396.0	624.0	6.87486	-0.454736	    59.29	    65.20	    63.35	    57.96	    54.20	    60.97	    43.03	    40.68	    49.95	    58.31	     50.00	     55.20	     53.01	     29.67	     39.67	     40.81	     51.96	     45.00	     33.69	     42.67	     40.83	     40.71	     42.92	     39.71	     26.45	     35.52	     27.48	     24.35	     28.62	     41.83	     35.56	     26.28	     19.23	     20.21	     24.33	     32.48	1501	0.003917501
      6914.30	0.029683	371567.0	388.0	607.0	6.86448	-0.447523	    42.94	    67.18	    62.31	    48.82	    62.39	    57.92	    43.06	    43.75	    40.73	    56.31	     57.19	     56.24	     32.60	     48.04	     37.64	     34.68	     46.83	     50.16	     44.97	     41.64	     30.59	     35.56	     38.86	     36.62	     26.48	     34.51	     30.53	     22.32	     35.74	     20.39	     27.41	     30.32	     29.35	     10.11	     23.34	     29.43	1437	0.003867243
      6914.62	0.030771	385222.0	398.0	638.0	6.87512	-0.471886	    53.11	    45.83	    56.17	    67.16	    52.14	    62.97	    36.90	    51.94	    57.13	    56.28	     50.98	     51.19	     43.78	     47.11	     38.72	     38.71	     53.96	     58.31	     40.84	     41.64	     39.79	     28.43	     39.82	     46.83	     37.63	     39.57	     35.60	     28.41	     34.69	     22.41	     26.40	     20.21	     22.28	     14.14	     20.30	     30.46	1492	0.003872708
      6914.93	0.029959	375070.0	390.0	611.0	6.86872	-0.448950	    59.30	    57.06	    47.99	    65.18	    60.33	    44.71	    40.95	    42.75	    52.00	    48.10	     60.23	     59.38	     50.99	     37.84	     38.65	     40.80	     45.84	     58.25	     44.98	     32.46	     25.50	     39.63	     35.77	     36.65	     36.65	     30.45	     21.36	     27.40	     25.52	     27.51	     27.41	     25.27	     33.41	     30.33	     27.40	     36.55	1475	0.003931512
