# Diamond Light Source
# Instrument: B18-CORE XAS Date: Fri, 19 May 2017 16:28:09 BST
# Ring energy:   3.0
# Ring current - start: 298.7
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 40.0; horizontal gap= 45.0; vertical offset=  0.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.3; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.2; Yaw: -1.6; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 1 pA
# It Stanford sensitivity: 200 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Last ionchamber fill pressures (mBar) and gases: ionc1: 199.7656 (N2); ionc2: 170.8081 (Ar); ionc3: 173.5659 (Ar); ionc4: 0.0000 (None)
#
# Ascii output file name: 'Experiment_1/ascii/304371_FeBr2_DPBZ2_rxn_pos_colArow1-R_2.dat'
# Nexus output file: '/dls/b18/data/2017/sp15151-4/Experiment_1/nexus/304371_FeBr2_DPBZ2_rxn_pos_colArow1-R_2.nxs'
# XML folder and files:
# /dls/b18/data/2017/sp15151-4/xml/Experiment_1/
# QEXAFS_Parameters
# Detector_Parameters
# Sample_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: FeBr2_DPBZ2_rxn_pos_colArow1-R
# Sample description: FeBr2_DPBZ2 plus Zn  reaction column A row 1 right side of row (Fe 1mMol)
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 7712.0 2288 70.67 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	    It	 Iref	 lnI0It	lnItIref	Element_0	Element_1	Element_2	Element_3	Element_4	Element_5	Element_6	Element_7	Element_8	Element_9	Element_10	Element_11	Element_12	Element_13	Element_14	Element_15	Element_16	Element_17	Element_18	Element_19	Element_20	Element_21	Element_22	Element_23	Element_24	Element_25	Element_26	Element_27	Element_28	Element_29	Element_30	Element_31	Element_32	Element_33	Element_34	Element_35	  FF	 QexafsFFI0
      6911.50	0.034029	425175.0	1072.0	921.0	5.98297	0.151821	    106.3	    94.25	    86.48	    84.01	    99.84	    85.70	    87.03	    76.00	    92.59	    87.87	     95.64	     84.63	     71.98	     80.61	     68.86	     65.83	     75.95	     67.22	     85.61	     55.25	     52.54	     62.43	     53.69	     80.07	     49.20	     70.54	     46.19	     62.36	     67.98	     49.36	     46.03	     41.59	     48.90	     29.44	     47.01	     44.90	2504	0.005889026
      6911.81	0.032280	403294.0	1005.0	868.0	5.99468	0.146551	    76.34	    99.53	    96.78	    92.10	    63.81	    83.71	    87.89	    70.68	    88.42	    83.60	     93.46	     82.55	     69.94	     75.51	     69.84	     55.61	     84.26	     74.36	     80.66	     73.78	     62.84	     48.16	     66.09	     58.47	     50.23	     42.88	     38.01	     43.92	     49.51	     56.60	     64.46	     52.77	     41.73	     28.43	     40.85	     54.18	2402	0.005955804
      6912.12	0.029876	373314.0	935.0	806.0	5.98963	0.148463	    91.82	    100.5	    85.40	    98.35	    92.72	    88.87	    61.10	    81.03	    73.03	    64.09	     83.25	     72.27	     53.44	     61.96	     68.72	     61.81	     71.83	     75.32	     61.98	     56.28	     40.15	     40.00	     50.56	     46.19	     54.44	     60.31	     37.97	     44.94	     39.14	     45.25	     37.83	     31.46	     30.56	     31.45	     48.01	     44.95	2187	0.005858262
      6912.43	0.029343	366646.0	917.0	796.0	5.99104	0.141508	    88.84	    92.33	    86.48	    91.20	    72.00	    70.44	    64.14	    70.72	    83.30	    73.33	     73.00	     67.02	     76.15	     54.83	     67.78	     61.75	     71.88	     75.45	     55.71	     69.66	     45.28	     42.96	     66.10	     56.46	     51.34	     40.88	     46.19	     40.83	     45.35	     39.07	     35.80	     40.61	     31.53	     29.43	     29.64	     43.95	2151	0.005867802
      6912.74	0.029355	366808.0	921.0	791.0	5.98713	0.152162	    87.67	    86.17	    89.60	    64.52	    73.02	    77.64	    67.33	    59.50	    93.61	    79.60	     85.30	     63.99	     63.80	     62.06	     61.62	     55.54	     74.87	     66.09	     70.20	     67.50	     54.61	     45.04	     57.71	     56.37	     61.61	     42.92	     47.08	     46.00	     49.49	     43.15	     52.19	     32.48	     33.62	     38.56	     38.81	     37.81	2187	0.005962441
      6913.06	0.030764	384389.0	964.0	837.0	5.98832	0.141267	    78.43	    87.15	    88.54	    97.40	    81.46	    76.46	    79.81	    65.62	    82.26	    71.34	     86.29	     86.68	     69.84	     56.93	     70.89	     77.27	     81.21	     72.31	     63.98	     63.41	     56.67	     45.05	     59.82	     53.31	     56.42	     42.97	     43.07	     44.96	     42.18	     52.42	     35.79	     26.37	     29.57	     34.51	     43.93	     34.76	2239	0.005825041
      6913.37	0.032740	409169.0	1032.0	889.0	5.98263	0.149157	    100.1	    106.6	    108.2	    92.22	    85.56	    81.68	    77.67	    78.95	    86.42	    83.67	     87.50	     69.15	     79.17	     61.09	     70.94	     54.63	     76.99	     90.90	     64.99	     54.26	     51.45	     49.20	     68.09	     50.32	     60.51	     56.21	     46.16	     52.12	     50.48	     45.25	     41.89	     30.43	     36.68	     33.52	     49.02	     50.09	2382	0.005822101
      6913.68	0.033509	418727.0	1056.0	908.0	5.98273	0.150999	    85.66	    119.0	    111.2	    85.03	    99.94	    94.00	    87.09	    70.76	    83.35	    95.14	     63.71	     105.3	     68.96	     62.01	     57.47	     78.24	     74.85	     81.53	     80.50	     64.44	     65.85	     55.34	     61.92	     70.78	     48.18	     61.34	     32.83	     48.01	     50.47	     70.86	     59.32	     49.72	     43.77	     43.68	     42.91	     57.21	2530	0.006043304
      6913.99	0.030217	377600.0	955.0	816.0	5.97988	0.157297	    89.82	    88.25	    94.63	    83.92	    87.47	    67.36	    65.19	    83.12	    79.27	    63.01	     84.20	     58.87	     48.30	     54.77	     74.96	     64.93	     80.10	     71.33	     59.89	     63.49	     55.58	     51.21	     64.03	     46.13	     60.61	     42.89	     43.06	     36.78	     30.91	     53.47	     37.83	     31.46	     23.44	     36.56	     33.68	     36.80	2147	0.005686771
      6914.30	0.029683	370916.0	938.0	799.0	5.97998	0.160389	    86.66	    92.34	    101.9	    102.5	    65.92	    68.43	    75.58	    75.81	    65.78	    76.47	     69.91	     81.58	     62.71	     65.28	     65.66	     81.31	     61.56	     78.49	     62.93	     78.85	     48.35	     50.18	     56.71	     57.39	     49.28	     47.01	     37.98	     40.85	     45.35	     40.08	     40.92	     42.64	     30.54	     34.49	     47.01	     44.96	2233	0.006021216
